State,District,Market,Commodity,Variety,Arrival_Date,Min_Price,Max_Price,Modal_Price
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-10-17,2417,2925,2671
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-10-19,2361,2673,2517
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-10-21,2378,2934,2656
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-10-23,2239,2817,2528
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-10-25,2430,2724,2577
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-10-27,2360,3002,2681
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-10-29,2430,2738,2584
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-10-31,2358,2700,2529
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-02,2353,2969,2661
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-04,2283,2863,2573
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-06,2312,2830,2571
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-08,2178,2658,2418
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-10,2309,2777,2543
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-12,2393,2899,2646
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-14,2285,2895,2590
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-16,2299,2713,2506
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-18,2320,2820,2570
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-20,2256,2860,2558
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-22,2267,2775,2521
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-24,2342,2882,2612
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-26,2463,2795,2629
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-28,2162,2742,2452
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-11-30,2275,2873,2574
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-02,2407,2909,2658
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-04,2410,2756,2583
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-06,2321,2899,2610
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-08,2385,2883,2634
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-10,2459,2913,2686
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-12,2369,2953,2661
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-14,2410,2922,2666
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-16,2458,2862,2660
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-18,2384,2950,2667
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-20,2449,3043,2746
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-22,2507,2931,2719
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-24,2546,2836,2691
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-26,2585,2885,2735
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-28,2432,2996,2714
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2025-12-30,2407,2869,2638
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-01,2536,2846,2691
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-03,2567,2877,2722
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-05,2424,2856,2640
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-07,2420,2966,2693
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-09,2505,2823,2664
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-11,2448,2848,2648
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-13,2508,2822,2665
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-15,2325,2953,2639
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-17,2491,2821,2656
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-19,2345,2789,2567
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-21,2317,2903,2610
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-23,2327,2831,2579
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-25,2418,2700,2559
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-27,2212,2750,2481
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-29,2407,2677,2542
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-01-31,2398,2762,2580
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-02,2424,2754,2589
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-04,2362,2740,2551
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-06,2437,2709,2573
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-08,2336,2774,2555
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-10,2226,2736,2481
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-12,2375,2661,2518
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-14,2317,2863,2590
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-16,2285,2825,2555
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-18,2356,2726,2541
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-20,2259,2683,2471
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-22,2276,2780,2528
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-24,2212,2744,2478
Punjab,Bathinda,Bathinda APMC,Wheat,Sharbati,2026-02-26,2466,2764,2615
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-01,8757,10013,9385
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-03,8623,9669,9146
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-05,8289,10117,9203
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-07,8553,9719,9136
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-09,8270,10520,9395
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-11,8701,10161,9431
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-13,8201,10287,9244
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-15,8958,10028,9493
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-17,8366,10378,9372
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-19,8616,9940,9278
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-21,8581,9497,9039
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-23,9101,10095,9598
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-25,8721,10023,9372
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-27,8684,9792,9238
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-09-29,8883,10045,9464
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-01,8771,9991,9381
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-03,8555,10173,9364
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-05,8912,10648,9780
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-07,8428,9816,9122
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-09,8842,9896,9369
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-11,8911,9985,9448
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-13,8494,9758,9126
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-15,8059,9917,8988
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-17,8101,10003,9052
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-19,8337,9895,9116
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-21,8608,9870,9239
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-23,7820,9910,8865
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-25,8220,10414,9317
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-27,8210,9554,8882
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-29,8044,10024,9034
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-10-31,8413,9671,9042
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-02,8062,10020,9041
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-04,7630,9526,8578
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-06,8493,9921,9207
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-08,7932,9528,8730
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-10,8702,9672,9187
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-12,8449,10007,9228
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-14,7596,9460,8528
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-16,8253,9653,8953
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-18,7913,9643,8778
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-20,8073,9659,8866
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-22,8546,9556,9051
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-24,7967,9481,8724
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-26,8081,9651,8866
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-28,8338,9842,9090
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-11-30,8469,9671,9070
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-02,8651,9759,9205
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-04,8151,9839,8995
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-06,8162,9668,8915
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-08,8638,10476,9557
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-10,8155,9925,9040
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-12,8251,9835,9043
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-14,8185,10049,9117
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-16,8501,10111,9306
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-18,8488,10200,9344
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-20,8026,10098,9062
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-22,8639,9707,9173
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-24,8486,10576,9531
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-26,8787,9795,9291
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-28,8470,10348,9409
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2025-12-30,8310,10090,9200
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-01,8783,10095,9439
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-03,8381,9965,9173
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-05,8133,10067,9100
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-07,7946,9946,8946
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-09,8764,9760,9262
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-11,8714,9980,9347
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-13,8727,9917,9322
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-15,8714,9692,9203
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-17,8279,10373,9326
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-19,8025,9709,8867
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-21,7990,9692,8841
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-23,8077,9647,8862
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-25,8090,9764,8927
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-27,8103,9807,8955
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-29,8647,9629,9138
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-01-31,8015,9681,8848
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-02,7978,10032,9005
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-04,8059,9833,8946
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-06,8008,10076,9042
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-08,8045,9755,8900
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-10,8488,9576,9032
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-12,7791,9149,8470
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-14,7916,9602,8759
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-16,7845,9197,8521
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-18,7658,9650,8654
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-20,8116,9198,8657
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-22,8228,9920,9074
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-24,8266,9412,8839
Punjab,Bathinda,Bathinda APMC,Tur/Arhar,Red,2026-02-26,8806,9772,9289
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-01,1702,1928,1815
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-03,1684,1970,1827
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-05,1699,2093,1896
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-07,1510,1828,1669
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-09,1643,1951,1797
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-11,1644,1878,1761
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-13,1560,1834,1697
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-15,1715,2013,1864
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-17,1651,2065,1858
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-19,1704,2152,1928
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-21,1661,2007,1834
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-23,1794,2116,1955
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-25,1605,1887,1746
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-27,1607,1989,1798
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-09-29,1750,2132,1941
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-01,1626,1844,1735
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-03,1512,1920,1716
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-05,1524,1928,1726
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-07,1687,1933,1810
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-09,1703,2141,1922
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-11,1685,1927,1806
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-13,1431,1813,1622
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-15,1505,1909,1707
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-17,1651,1909,1780
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-19,1580,1908,1744
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-21,1560,1960,1760
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-23,1373,1563,1468
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-25,1600,1804,1702
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-27,1499,1751,1625
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-29,1538,1800,1669
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-10-31,1357,1687,1522
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-02,1592,1810,1701
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-04,1549,1759,1654
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-06,1466,1814,1640
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-08,1518,1802,1660
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-10,1525,1741,1633
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-12,1506,1666,1586
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-14,1498,1788,1643
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-16,1641,1847,1744
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-18,1525,1811,1668
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-20,1502,1766,1634
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-22,1454,1666,1560
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-24,1457,1777,1617
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-26,1569,1937,1753
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-28,1586,1754,1670
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-11-30,1568,1808,1688
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-02,1565,1955,1760
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-04,1601,1969,1785
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-06,1653,1827,1740
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-08,1648,1830,1739
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-10,1444,1726,1585
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-12,1670,1862,1766
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-14,1612,1890,1751
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-16,1699,1973,1836
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-18,1685,1861,1773
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-20,1626,1880,1753
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-22,1905,2351,2128
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-24,1515,1845,1680
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-26,1656,1990,1823
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-28,1673,2111,1892
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2025-12-30,1600,1812,1706
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-01,1796,1992,1894
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-03,1778,2096,1937
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-05,1897,2153,2025
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-07,1735,1927,1831
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-09,1699,1927,1813
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-11,1505,1817,1661
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-13,1683,2097,1890
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-15,1629,1851,1740
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-17,1601,1881,1741
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-19,1713,1897,1805
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-21,1550,1906,1728
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-23,1644,1892,1768
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-25,1596,1832,1714
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-27,1592,1988,1790
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-29,1593,1823,1708
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-01-31,1430,1706,1568
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-02,1619,1837,1728
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-04,1441,1779,1610
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-06,1456,1772,1614
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-08,1443,1697,1570
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-10,1328,1524,1426
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-12,1422,1782,1602
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-14,1484,1780,1632
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-16,1657,1863,1760
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-18,1458,1772,1615
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-20,1529,1707,1618
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-22,1492,1790,1641
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-24,1561,1735,1648
Punjab,Bathinda,Bathinda APMC,Banana,Grand Naine,2026-02-26,1482,1826,1654
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-01,1147,1431,1289
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-03,1234,1560,1397
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-05,1133,1373,1253
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-07,1332,1568,1450
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-09,1346,1672,1509
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-11,1412,1660,1536
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-13,1466,1706,1586
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-15,1542,1918,1730
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-17,1489,1803,1646
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-19,1485,1849,1667
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-21,1262,1552,1407
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-23,1394,1754,1574
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-25,1602,1840,1721
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-27,1323,1669,1496
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-09-29,1482,1828,1655
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-01,1596,1976,1786
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-03,1277,1571,1424
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-05,1273,1415,1344
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-07,1456,1644,1550
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-09,1324,1628,1476
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-11,1561,1743,1652
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-13,1216,1398,1307
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-15,1427,1707,1567
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-17,1305,1451,1378
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-19,1170,1398,1284
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-21,1240,1468,1354
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-23,1134,1418,1276
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-25,1162,1436,1299
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-27,1279,1557,1418
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-29,1418,1598,1508
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-10-31,1114,1350,1232
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-02,1160,1396,1278
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-04,1239,1427,1333
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-06,1127,1383,1255
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-08,1032,1208,1120
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-10,1095,1361,1228
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-12,1085,1283,1184
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-14,876,1054,965
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-16,816,940,878
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-18,1107,1391,1249
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-20,1016,1242,1129
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-22,1220,1516,1368
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-24,1109,1251,1180
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-26,1142,1298,1220
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-28,1251,1539,1395
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-11-30,1228,1356,1292
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-12-02,1180,1314,1247
Punjab,Bathinda,Bathinda APMC,Potato,Lauvkar,2025-12-04,1294,1590,1442
